sample_idx,method,true_label,pred_orig,target_class,pred_cf,l2_norm,normalized_distance,sparsity,range_validity,autocorr,keane_validity,keane_proximity,keane_compactness,validity,temporal_consistency,confidence,elapsed,n_iter,error
291,glacier,0,0,1,1,8.865418434143066,0.022580029528530596,0.0001953125000000444,0.8912109375,0.9759289196159313,1.0,8.865418434143066,0.8603515625,1.0,1.0,0.5760963559150696,1.815526008605957,,
296,imfact_default,1,1,0,0,13.397421836853027,0.09212170286262494,0.0,0.9521484375,0.9367556916118963,1.0,13.397421836853027,0.0767578125,1.0,1.0,0.4055316150188446,0.353381872177124,21.0,
296,native_guide,1,1,0,0,19.944814682006836,0.13714207958518201,0.40214843749999996,0.926171875,0.7585949079287417,1.0,19.944814682006836,0.42890625,1.0,1.0,0.4623042047023773,11.064393758773804,,
296,wachter,1,1,0,1,0.030333155766129494,0.00020857311178233928,0.20664062500000002,0.984375,0.9999998969203238,0.0,0.030333155766129494,1.0,0.0,1.0,0.5761168599128723,9.944931507110596,,
296,glacier,1,1,0,0,7.862810134887695,0.05406528716733325,0.0005859375000000222,0.9669921875,0.9438710174196646,1.0,7.862810134887695,0.709765625,1.0,1.0,0.5759590864181519,1.5256996154785156,,
324,imfact_default,1,1,0,0,17.279314041137695,0.05805579765189097,0.0,0.93984375,0.8181454961870687,1.0,17.279314041137695,0.0580078125,1.0,1.0,0.4272315502166748,0.28581833839416504,20.0,
324,native_guide,1,1,0,0,18.354055404663086,0.06166676085218936,0.7876953125,0.9189453125,0.8766883544855096,1.0,18.354055404663086,0.7958984375,1.0,1.0,0.38309982419013977,1.7002182006835938,,
324,wachter,1,1,0,0,25.528812408447266,0.0857728243117407,0.0,0.895703125,0.8277474677449718,1.0,25.528812408447266,0.08203125,1.0,1.0,0.5756096839904785,0.022031784057617188,,
324,glacier,1,1,0,0,8.530082702636719,0.028659746223673965,0.0001953125000000444,0.9451171875,0.9763846886548476,1.0,8.530082702636719,0.5970703125,1.0,1.0,0.5758878588676453,1.857882022857666,,
367,imfact_default,0,0,1,1,26.234661102294922,0.06132760106747793,0.0001953125000000444,0.983984375,0.7974047612426152,1.0,26.234661102294922,0.0564453125,1.0,1.0,0.5730578303337097,0.9600298404693604,51.0,
367,native_guide,0,0,1,1,25.295011520385742,0.05913102400944581,0.20332031250000004,0.987109375,0.7844294014505384,1.0,25.295011520385742,0.244140625,1.0,1.0,0.3935905396938324,15.957993984222412,,
367,wachter,0,0,1,1,25.86850357055664,0.060471650882082416,0.0,0.987109375,0.8780667054174504,1.0,25.86850357055664,0.0693359375,1.0,1.0,0.576115071773529,0.0646975040435791,,
367,glacier,0,0,1,1,9.83862590789795,0.022999318435218383,0.0009765625,0.891796875,0.9262478977854561,1.0,9.83862590789795,0.8634765625,1.0,1.0,0.5760981440544128,1.9312314987182617,,
410,imfact_default,0,0,1,1,24.684284210205078,0.04719869325195983,0.0,0.983984375,0.7382832436130804,1.0,24.684284210205078,0.0646484375,1.0,1.0,0.565184473991394,1.289820909500122,43.0,
410,native_guide,0,0,1,1,20.13045883178711,0.03849134709889292,0.3931640625,0.9607421875,0.7931272640463427,1.0,20.13045883178711,0.426953125,1.0,1.0,0.35323721170425415,11.060194253921509,,
410,wachter,0,0,1,1,21.963932037353516,0.04199712181280743,0.0,0.9861328125,0.8200760736267828,1.0,21.963932037353516,0.1892578125,1.0,1.0,0.5273460745811462,0.16621923446655273,,
410,glacier,0,0,1,1,8.637958526611328,0.016516596201405175,0.0005859375000000222,0.89921875,0.9509440401978174,1.0,8.637958526611328,0.854296875,1.0,1.0,0.5760976076126099,1.6341006755828857,,
420,imfact_default,1,1,0,0,17.707658767700195,0.13861819287656252,0.0,0.92734375,0.3484305314467134,1.0,17.707658767700195,0.0697265625,1.0,1.0,0.5331822633743286,0.3002738952636719,24.0,
420,native_guide,1,1,0,0,20.008098602294922,0.15662637887540504,0.56640625,0.9298828125,0.41765399991086205,1.0,20.008098602294922,0.582421875,1.0,1.0,0.4212225377559662,3.772540330886841,,
420,wachter,1,1,0,0,23.742000579833984,0.18585592024474723,0.0,0.895703125,0.5539735938437499,1.0,23.742000579833984,0.0951171875,1.0,1.0,0.5756333470344543,0.019819974899291992,,
420,glacier,1,1,0,0,7.824305534362793,0.06124983025230951,0.0001953125000000444,0.9677734375,0.9471348910552229,1.0,7.824305534362793,0.7525390625,1.0,1.0,0.5760030746459961,1.434950351715088,,
433,imfact_default,0,0,1,1,24.042131423950195,0.05847060685336901,0.0,0.9845703125,0.8113288323186528,1.0,24.042131423950195,0.049609375,1.0,1.0,0.4870634377002716,0.9634134769439697,53.0,
433,native_guide,0,0,1,1,18.155574798583984,0.04415446607148276,0.455078125,0.9447265625,0.41523710864163993,1.0,18.155574798583984,0.478515625,1.0,1.0,0.34689125418663025,9.180239915847778,,
433,wachter,0,0,1,1,29.821876525878906,0.07252698137392861,0.0,0.866796875,0.6025895045862658,1.0,29.821876525878906,0.06953125,1.0,1.0,0.5761024355888367,0.0240170955657959,,
433,glacier,0,0,1,1,8.137825012207031,0.01979123891055126,0.0005859375000000222,0.8939453125,0.7432554084355097,1.0,8.137825012207031,0.83984375,1.0,1.0,0.5761005282402039,1.5109522342681885,,
495,imfact_default,2,2,0,0,22.324485778808594,0.1635748012495449,0.0,0.9125,0.6406953608126095,1.0,22.324485778808594,0.0552734375,1.0,1.0,0.5259205102920532,0.8208673000335693,34.0,
495,native_guide,2,2,0,0,23.13417625427246,0.16950752283202247,0.17695312500000004,0.908984375,0.8646067797781906,1.0,23.13417625427246,0.2107421875,1.0,1.0,0.5740603804588318,9.863177061080933,,
495,wachter,2,2,0,2,0.020390735939145088,0.0001494059308521109,0.07480468750000002,0.97890625,0.9999999361184533,0.0,0.020390735939145088,1.0,0.0,1.0,0.5760968327522278,5.931493043899536,,
495,glacier,2,2,0,0,8.535354614257812,0.06253980263889948,0.0001953125000000444,0.9650390625,0.9520568792261064,1.0,8.535354614257812,0.6384765625,1.0,1.0,0.5758997201919556,1.3581292629241943,,
498,imfact_default,2,2,0,0,24.86103057861328,0.15617321610213372,0.0,0.90625,0.7610998972230894,1.0,24.86103057861328,0.04296875,1.0,1.0,0.5187554359436035,0.3289361000061035,36.0,
498,native_guide,2,2,0,0,23.01226043701172,0.14455952301992128,0.2490234375,0.9080078125,0.9164802185563049,1.0,23.01226043701172,0.274609375,1.0,1.0,0.5707816481590271,10.049260139465332,,
498,wachter,2,2,0,2,0.021321821957826614,0.00013394044538022582,0.11875000000000002,0.978515625,0.9999999932388988,0.0,0.021321821957826614,1.0,0.0,1.0,0.57610023021698,5.928674221038818,,
498,glacier,2,2,0,0,8.481283187866211,0.053278132132682704,0.0005859375000000222,0.962109375,0.9819173618650882,1.0,8.481283187866211,0.60546875,1.0,1.0,0.5758710503578186,1.3749618530273438,,
535,imfact_default,1,1,0,0,14.200209617614746,0.08859590521996308,0.0,0.9474609375,0.3265517550693062,1.0,14.200209617614746,0.091015625,1.0,1.0,0.5132832527160645,0.2775864601135254,23.0,
535,native_guide,1,1,0,0,17.2321834564209,0.10751256026138342,0.45820312500000004,0.9458984375,0.7757494004740031,1.0,17.2321834564209,0.484765625,1.0,1.0,0.5366259217262268,4.844836950302124,,
535,wachter,1,1,0,1,0.02786940708756447,0.00017387879583154872,0.14863281250000004,0.9904296875,0.999999946321221,0.0,0.02786940708756447,1.0,0.0,1.0,0.5761157870292664,5.87981653213501,,
535,glacier,1,1,0,0,8.009354591369629,0.049970813062494276,0.0007812499999999556,0.9736328125,0.9105383290810551,1.0,8.009354591369629,0.7525390625,1.0,1.0,0.5759977102279663,1.3614428043365479,,
568,imfact_default,2,2,0,0,17.106000900268555,0.10614684329604672,0.0,0.9431640625,0.49812098450942505,1.0,17.106000900268555,0.0595703125,1.0,1.0,0.40546080470085144,0.25402140617370605,23.0,
568,native_guide,2,2,0,0,21.61018180847168,0.13409636743249034,0.39277343750000004,0.9091796875,0.9352082687812043,1.0,21.61018180847168,0.41796875,1.0,1.0,0.5609716176986694,3.4177944660186768,,
568,wachter,2,2,0,2,0.025108210742473602,0.0001558024769590431,0.03476562500000002,0.9642578125,0.9999999923876315,0.0,0.025108210742473602,1.0,0.0,1.0,0.5760512948036194,5.902319431304932,,
568,glacier,2,2,0,0,8.325995445251465,0.05166480108140478,0.0001953125000000444,0.9498046875,0.9813267774418821,1.0,8.325995445251465,0.6294921875,1.0,1.0,0.5758618116378784,1.344116449356079,,
605,imfact_default,1,1,0,0,17.364179611206055,0.15440522581667088,0.0,0.9283203125,0.5037009321494028,1.0,17.364179611206055,0.06875,1.0,1.0,0.4544677734375,0.27498555183410645,27.0,
605,native_guide,1,1,0,0,15.496851921081543,0.13780063175445986,0.49726562500000004,0.94921875,0.6624623458530359,1.0,15.496851921081543,0.521484375,1.0,1.0,0.3898164927959442,7.610230922698975,,
605,wachter,1,1,0,1,0.03366526588797569,0.00029935724566316623,0.08457031250000002,0.98828125,0.999999878585748,0.0,0.03366526588797569,1.0,0.0,1.0,0.5761153101921082,5.935903072357178,,
605,glacier,1,1,0,0,7.86936616897583,0.06997573669248568,0.0005859375000000222,0.9712890625,0.9323711889899209,1.0,7.86936616897583,0.737890625,1.0,1.0,0.5759829878807068,1.3567240238189697,,
728,imfact_default,1,1,0,0,14.578561782836914,0.11590632945992486,0.0,0.9486328125,0.6745410981833273,1.0,14.578561782836914,0.0734375,1.0,1.0,0.44989973306655884,0.2626943588256836,22.0,
728,native_guide,1,1,0,0,20.192975997924805,0.16054352710891207,0.40937500000000004,0.9205078125,0.9000189409762513,1.0,20.192975997924805,0.4341796875,1.0,1.0,0.44104570150375366,10.785164833068848,,
728,wachter,1,1,0,2,0.03656752035021782,0.0002907287511882452,0.0283203125,0.9853515625,0.9999998696347112,0.0,0.03656752035021782,1.0,0.0,1.0,0.5760807394981384,6.258857250213623,,
728,glacier,1,1,0,0,7.97584867477417,0.0634116971201659,0.0001953125000000444,0.9685546875,0.9514706373162595,1.0,7.97584867477417,0.6984375,1.0,1.0,0.5759483575820923,1.314563512802124,,
784,imfact_default,2,2,0,0,22.216747283935547,0.16252534484917966,0.0,0.9107421875,0.6739554502272379,1.0,22.216747283935547,0.0580078125,1.0,1.0,0.4091573655605316,0.3243832588195801,35.0,
784,native_guide,2,2,0,0,22.489336013793945,0.16451945212132163,0.2572265625,0.9103515625,0.8055159079879931,1.0,22.489336013793945,0.290625,1.0,1.0,0.557934045791626,5.230440139770508,,
784,wachter,2,2,0,1,0.3596975803375244,0.002631347088691188,0.0003906249999999778,0.9837890625,0.99998622645282,0.0,0.3596975803375244,0.924609375,0.0,1.0,0.5750539302825928,6.01589822769165,,
784,glacier,2,2,0,0,8.380010604858398,0.061303488579500603,0.0003906249999999778,0.970703125,0.9847310427180108,1.0,8.380010604858398,0.64921875,1.0,1.0,0.5758970379829407,1.3315188884735107,,
791,imfact_default,1,1,0,0,25.713138580322266,0.06914414280587712,0.0,0.93046875,0.776311246905269,1.0,25.713138580322266,0.0470703125,1.0,1.0,0.38997572660446167,0.28812503814697266,21.0,
791,native_guide,1,1,0,0,21.00325584411621,0.05647899096166048,0.6595703125,0.893359375,0.8544738406338619,1.0,21.00325584411621,0.67421875,1.0,1.0,0.46905678510665894,5.147774934768677,,
791,wachter,1,1,0,0,21.627031326293945,0.05815635994109378,0.0,0.991015625,0.8590055744386026,1.0,21.627031326293945,0.12734375,1.0,1.0,0.5657735466957092,0.14294886589050293,,
791,glacier,1,1,0,0,12.29861068725586,0.03307168788505195,0.0001953125000000444,0.885546875,0.9541733116888339,1.0,12.29861068725586,0.5501953125,1.0,1.0,0.5758194327354431,1.4139432907104492,,
1039,imfact_default,2,2,0,0,19.436254501342773,0.10398094664490758,0.0,0.93359375,0.8457959918465344,1.0,19.436254501342773,0.0494140625,1.0,1.0,0.39797243475914,0.3082432746887207,26.0,
1039,native_guide,2,2,0,0,20.52692222595215,0.1098158497880052,0.45917968750000004,0.9271484375,0.9137222448518295,1.0,20.52692222595215,0.4765625,1.0,1.0,0.3969589173793793,5.762573003768921,,
1039,wachter,2,2,0,2,0.03068956546485424,0.0001641844146945053,0.1796875,0.9708984375,0.9999999666993713,0.0,0.03068956546485424,1.0,0.0,1.0,0.576097309589386,6.1786463260650635,,
1039,glacier,2,2,0,0,8.722624778747559,0.046664689519260956,0.0001953125000000444,0.9537109375,0.9873134482970916,1.0,8.722624778747559,0.573046875,1.0,1.0,0.5758146047592163,1.362130880355835,,
1059,imfact_default,1,1,0,0,20.806156158447266,0.12278493564242862,0.0,0.925390625,0.539066817353379,1.0,20.806156158447266,0.04609375,1.0,1.0,0.4123435318470001,0.2686452865600586,24.0,
1059,native_guide,1,1,0,0,21.384502410888672,0.12619797392034365,0.4447265625,0.9146484375,0.9014054329172524,1.0,21.384502410888672,0.4634765625,1.0,1.0,0.4848674237728119,5.051327705383301,,
1059,wachter,1,1,0,0,2.5870885848999023,0.015267380624230711,0.0,0.943359375,0.9984706543887417,1.0,2.5870885848999023,0.2791015625,1.0,1.0,0.35424357652664185,1.4407048225402832,,
1059,glacier,1,1,0,0,8.891887664794922,0.05247436606488626,0.0,0.92109375,0.9881949041704714,1.0,8.891887664794922,0.52578125,1.0,1.0,0.5757766366004944,1.322352409362793,,
1135,imfact_default,0,0,1,1,25.042037963867188,0.06920892693145872,0.0,0.9853515625,0.5163218749378493,1.0,25.042037963867188,0.0568359375,1.0,1.0,0.3682760000228882,0.7480161190032959,26.0,
1135,native_guide,0,0,1,1,19.334657669067383,0.05343538380518483,0.410546875,0.9537109375,0.7454608513425484,1.0,19.334657669067383,0.4416015625,1.0,1.0,0.5755931735038757,7.217292547225952,,
1135,wachter,0,0,1,1,26.059886932373047,0.07202196614936206,0.0,0.9640625,0.48207727971968356,1.0,26.059886932373047,0.0583984375,1.0,1.0,0.5695170760154724,0.08149170875549316,,
1135,glacier,0,0,1,1,8.827516555786133,0.024396694437456158,0.0003906249999999778,0.8958984375,0.9814629822363224,1.0,8.827516555786133,0.8541015625,1.0,1.0,0.57609623670578,1.5672192573547363,,
1181,imfact_default,1,1,0,0,25.884912490844727,0.15315130257175738,0.0,0.921484375,0.7658421392066332,1.0,25.884912490844727,0.0384765625,1.0,1.0,0.3929775059223175,0.31897711753845215,32.0,
1181,native_guide,1,1,0,0,24.89419937133789,0.14728962524211348,0.300390625,0.8716796875,0.916966003132326,1.0,24.89419937133789,0.3220703125,1.0,1.0,0.4604678452014923,5.1653358936309814,,
1181,wachter,1,1,0,1,4.5628437995910645,0.02699663255906311,0.0,0.890234375,0.9980773038230094,1.0,4.5628437995910645,0.1625,1.0,1.0,0.3627097010612488,2.0004255771636963,,
1181,glacier,1,1,0,0,9.502582550048828,0.056223210947704334,0.0001953125000000444,0.8533203125,0.9891289719699292,1.0,9.502582550048828,0.5302734375,1.0,1.0,0.5757750868797302,1.3137247562408447,,
1212,imfact_default,2,2,0,0,17.413284301757812,0.11457408709226057,0.0,0.941015625,0.9347239219039688,1.0,17.413284301757812,0.0541015625,1.0,1.0,0.3886638879776001,0.251589298248291,23.0,
1212,native_guide,2,2,0,0,21.327537536621094,0.1403286767067606,0.41972656249999996,0.90859375,0.9712067894122106,1.0,21.327537536621094,0.4392578125,1.0,1.0,0.377857506275177,11.290929317474365,,
1212,wachter,2,2,0,1,1.7700644731521606,0.011646483086787921,0.0,0.9666015625,0.9996650339714416,0.0,1.7700644731521606,0.43828125,0.0,1.0,0.3526556193828583,5.951440334320068,,
1212,glacier,2,2,0,0,8.865058898925781,0.0583293773168919,0.0009765625,0.9494140625,0.9868229212648882,1.0,8.865058898925781,0.5615234375,1.0,1.0,0.5758195519447327,1.3722167015075684,,
1223,imfact_default,0,0,1,1,26.94784164428711,0.059790095641327805,0.0,0.9841796875,0.17119799635159966,1.0,26.94784164428711,0.0603515625,1.0,1.0,0.5722216367721558,0.8271353244781494,51.0,
1223,native_guide,0,0,1,1,23.163719177246094,0.05139413402000646,0.3916015625,0.96015625,0.31517775209783183,1.0,23.163719177246094,0.4255859375,1.0,1.0,0.39055004715919495,8.835527181625366,,
1223,wachter,0,0,1,1,27.533370971679688,0.06108922953664021,0.0,0.9640625,0.054264407187557866,1.0,27.533370971679688,0.0642578125,1.0,1.0,0.5250177979469299,0.0721738338470459,,
1223,glacier,0,0,1,1,10.961569786071777,0.024320808862525838,0.0005859375000000222,0.905078125,0.8031753833444102,1.0,10.961569786071777,0.8318359375,1.0,1.0,0.5761000514030457,1.2884888648986816,,
1262,imfact_default,2,2,1,1,2.6379554271698,0.014484928538437785,0.0,0.9603515625,0.9999584690840113,1.0,2.6379554271698,0.1365234375,1.0,1.0,0.408125102519989,0.591202974319458,10.0,
1262,native_guide,2,2,1,1,9.531652450561523,0.05233799751792473,0.3375,0.95859375,0.9974229658531812,1.0,9.531652450561523,0.382421875,1.0,1.0,0.5305902361869812,8.374911546707153,,
1262,wachter,2,2,1,1,14.696145057678223,0.08069606057725194,0.0,0.983984375,0.9222981645127748,1.0,14.696145057678223,0.102734375,1.0,1.0,0.5761169195175171,0.02025604248046875,,
1262,glacier,2,2,1,1,1.2922080755233765,0.007095473046271268,0.0011718750000000444,0.946875,0.9999357347661828,1.0,1.2922080755233765,0.9158203125,1.0,1.0,0.5760946869850159,1.326411485671997,,
1273,imfact_default,2,2,0,0,14.753676414489746,0.12108239692463964,0.0,0.9455078125,0.0,1.0,14.753676414489746,0.075,1.0,1.0,0.3979957103729248,0.26511645317077637,24.0,
1273,native_guide,2,2,0,0,19.479293823242188,0.159865210558711,0.45917968750000004,0.9291015625,0.8610166631402526,1.0,19.479293823242188,0.4826171875,1.0,1.0,0.47795405983924866,3.642838478088379,,
1273,wachter,2,2,0,2,0.03237827494740486,0.00026572625214055023,0.037890624999999956,0.987890625,0.9999999862000968,0.0,0.03237827494740486,1.0,0.0,1.0,0.5760596990585327,5.9370903968811035,,
1273,glacier,2,2,0,0,8.312460899353027,0.06821978886886274,0.0001953125000000444,0.9732421875,0.9554823896951045,1.0,8.312460899353027,0.6935546875,1.0,1.0,0.5759398937225342,1.3056972026824951,,
1340,imfact_default,2,2,0,0,18.947235107421875,0.11918714566573248,0.0,0.927734375,0.5800993527136714,1.0,18.947235107421875,0.0646484375,1.0,1.0,0.39849263429641724,0.30284953117370605,28.0,
1340,native_guide,2,2,0,0,19.9401912689209,0.12543331350971054,0.39433593749999996,0.929296875,0.9388231055519596,1.0,19.9401912689209,0.4197265625,1.0,1.0,0.39458975195884705,5.296856880187988,,
1340,wachter,2,2,0,1,2.067812204360962,0.013007525003688222,0.0,0.98203125,0.99923453229616,0.0,2.067812204360962,0.3689453125,0.0,1.0,0.3611737787723541,5.979179859161377,,
1340,glacier,2,2,0,0,8.32762622833252,0.05238474081831863,0.0005859375000000222,0.96484375,0.9850694310606378,1.0,8.32762622833252,0.6166015625,1.0,1.0,0.5758852362632751,1.334001064300537,,
1464,imfact_default,1,1,0,0,18.475440979003906,0.07109888764702203,0.0,0.937109375,0.9036478338639182,1.0,18.475440979003906,0.0591796875,1.0,1.0,0.4070989787578583,0.25861501693725586,21.0,
1464,native_guide,1,1,0,0,22.3126277923584,0.08586550211827428,0.4794921875,0.923046875,0.8853363616534136,1.0,22.3126277923584,0.5041015625,1.0,1.0,0.39091429114341736,3.3259024620056152,,
1464,wachter,1,1,0,1,0.027193274348974228,0.00010464765414203412,0.0283203125,0.9654296875,0.999999933650253,0.0,0.027193274348974228,1.0,0.0,1.0,0.5761004090309143,6.250348806381226,,
1464,glacier,1,1,0,0,9.758665084838867,0.03755419062745873,0.0001953125000000444,0.955078125,0.9878563057189355,1.0,9.758665084838867,0.591796875,1.0,1.0,0.575894296169281,1.4404752254486084,,
1535,imfact_default,1,1,0,0,1.5282479524612427,0.012587340645951375,0.0,0.98671875,0.9988004540092422,1.0,1.5282479524612427,0.0962890625,1.0,1.0,0.5163092613220215,0.20149469375610352,10.0,
1535,native_guide,1,1,0,0,17.787818908691406,0.14650851361626283,0.40449218750000004,0.93515625,0.8591928194566524,1.0,17.787818908691406,0.435546875,1.0,1.0,0.3778895437717438,11.380619287490845,,
1535,wachter,1,1,0,0,16.53451919555664,0.13618577089948466,0.0,0.960546875,0.8023536188817155,1.0,16.53451919555664,0.1326171875,1.0,1.0,0.45019447803497314,0.07954049110412598,,
1535,glacier,1,1,0,0,7.939907073974609,0.06539666215574534,0.0001953125000000444,0.969140625,0.9029717712079671,1.0,7.939907073974609,0.7267578125,1.0,1.0,0.5759844183921814,1.41087007522583,,
1585,imfact_default,0,0,1,1,11.77467155456543,0.024018584581693734,0.0,0.9392578125,0.8947818447741427,1.0,11.77467155456543,0.1384765625,1.0,1.0,0.439960777759552,0.6535508632659912,10.0,
1585,native_guide,0,0,1,1,20.431032180786133,0.04167627710475272,0.4810546875,0.95625,0.46854188685357057,1.0,20.431032180786133,0.50546875,1.0,1.0,0.4103301465511322,4.212164640426636,,
1585,wachter,0,0,1,1,31.267616271972656,0.06378130231625267,0.0001953125000000444,0.9126953125,0.6491339729194846,1.0,31.267616271972656,0.1599609375,1.0,1.0,0.5607324242591858,0.29933691024780273,,
1585,glacier,0,0,1,1,10.125374794006348,0.020654263669621906,0.0007812499999999556,0.8919921875,0.9513319753528849,1.0,10.125374794006348,0.8494140625,1.0,1.0,0.5760984420776367,1.36122465133667,,
1630,imfact_default,1,1,0,0,13.200714111328125,0.11670316124701816,0.0,0.94921875,0.8835927208229197,1.0,13.200714111328125,0.0962890625,1.0,1.0,0.43284034729003906,0.2444462776184082,18.0,
1630,native_guide,1,1,0,0,18.844518661499023,0.16659817654017053,0.39082031250000004,0.9376953125,0.7700817775533788,1.0,18.844518661499023,0.4279296875,1.0,1.0,0.4975866973400116,9.879031896591187,,
1630,wachter,1,1,0,0,13.072998046875,0.11557406562855332,0.0,0.9744140625,0.6987371616909827,1.0,13.072998046875,0.1486328125,1.0,1.0,0.47681158781051636,0.11476588249206543,,
1630,glacier,1,1,0,0,8.096932411193848,0.07158230992813258,0.0011718750000000444,0.9771484375,0.9053962706730513,1.0,8.096932411193848,0.7564453125,1.0,1.0,0.5760124921798706,1.3741366863250732,,
1751,imfact_default,2,2,0,0,23.28234100341797,0.1520980276484696,0.0,0.916015625,0.7394463007386132,1.0,23.28234100341797,0.043359375,1.0,1.0,0.44998854398727417,0.31883788108825684,27.0,
1751,native_guide,2,2,0,0,18.454626083374023,0.12055970779996397,0.4111328125,0.9283203125,0.942139744996418,1.0,18.454626083374023,0.4349609375,1.0,1.0,0.34193629026412964,5.387159824371338,,
1751,wachter,2,2,0,2,0.019665075466036797,0.00012846728735325236,0.024804687499999978,0.956640625,0.9999999961168713,0.0,0.019665075466036797,1.0,0.0,1.0,0.5760403871536255,6.477454423904419,,
1751,glacier,2,2,0,0,8.994152069091797,0.05875666840711747,0.0009765625,0.943359375,0.9887981859784999,1.0,8.994152069091797,0.5767578125,1.0,1.0,0.5758018493652344,1.3723726272583008,,
1827,imfact_default,1,1,0,0,16.603294372558594,0.156449058206997,0.0,0.936328125,0.7385738185062902,1.0,16.603294372558594,0.0751953125,1.0,1.0,0.4957350790500641,0.28194618225097656,24.0,
1827,native_guide,1,1,0,0,19.842618942260742,0.18697247523405955,0.3716796875,0.9283203125,0.7684661935766791,1.0,19.842618942260742,0.401953125,1.0,1.0,0.5610263347625732,12.188396215438843,,
1827,wachter,1,1,0,1,0.02949833869934082,0.00027795612151588367,0.13808593749999998,0.990625,0.9999998510663056,0.0,0.02949833869934082,1.0,0.0,1.0,0.5761164426803589,5.961094379425049,,
1827,glacier,1,1,0,0,7.9761199951171875,0.07515716058401636,0.0005859375000000222,0.973828125,0.8821420853409149,1.0,7.9761199951171875,0.7365234375,1.0,1.0,0.5759895443916321,1.384669542312622,,
